instance,prep,geo-feature,placename,sum,or,label exp1,label exp 2,label exp 3,label exp 4
 one side of the bridge the river drops,of,3,0,3,1,2,1,1,0
 the river drops off sharply over a twenty or thirty foot,over,3,0,3,1,2,1,1,0
 on reaching stang end farm turn,On,4,1,5,1,0,0,0,0
 turn left up the hill on the road between the farmhouse,On,4,1,5,1,2,1,1,0
 up the hill the road between the farmhouse and barns with,between,4,1,5,1,2,1,1,0
 road the farmhouse and barns with the classic lakeland spinning gallery,with,4,1,5,1,0,0,0,0
 on routes from paddington liverpool street,on,2,1,3,1,2,1,1,0
 routes from paddington liverpool street kings cross,from,2,1,3,1,2,1,1,0
 an evening peak hour restriction out of london,out,2,1,3,1,2,1,1,0
 an evening peak hour restriction of london,of,2,1,3,1,2,1,1,0
 on saturday nights from late december,On,0,4,4,1,0,0,0,0
 saturday nights from late december to early april,from,0,4,4,1,0,0,0,0
 sleeper is extended to start in innsbruck departing at  ,in,0,4,4,1,2,1,1,0
 extended to start innsbruck departing at   with no need,at,0,4,4,1,0,0,0,0
 start innsbruck departing   with no need to change at,with,0,4,4,1,0,0,0,0
  no need to change at munich,at,0,4,4,1,2,1,1,0
 on saturday more than  foreign,On,2,2,4,1,0,0,0,0
 saturday more than  foreign nationals were flown,than,2,2,4,1,0,0,0,0
 nationals were flown to malta on two british royal air force,On,2,2,4,1,0,0,0,0
 force c hercules transport planes after being rescued from remote oil,after,2,2,4,1,0,0,0,0
 hercules transport planes being rescued from remote oil installations in the,from,2,2,4,1,2,1,1,0
 being rescued remote oil installations in the libyan desert by special,in,2,2,4,1,2,1,1,0
 oil installations the libyan desert by special forces,by,2,2,4,1,0,0,0,0
 on sept  the assembly elected,On,0,0,0,0,0,0,0,0
 anh to the new post of president,of,0,0,0,0,0,0,0,0
 on september  the  guest,On,3,3,6,1,0,0,0,0
 silver shadow will depart vancouver for a  day voyage crossing,for,3,3,6,1,0,0,0,0
 inside passage and visiting ports in alaska russia japan south korea,in,3,3,6,1,2,1,1,0
 on sunday th june the school,On,3,0,3,1,0,0,0,0
 school will have a stall at fun in the parks and,at,3,0,3,1,0,0,0,0
 will have a stall fun in the parks and on th,in,3,0,3,1,2,1,1,0
 stall fun the parks and on th july they hold their,On,3,0,3,1,0,0,0,0
 sports races and summer fair in hinksey park from  ,in,3,0,3,1,2,1,1,0
 and summer fair hinksey park from   pm,from,3,0,3,1,0,0,0,0
 on sunday i decided to explore,On,1,0,1,1,0,0,0,0
 to explore the thermal areas of the centre before heading east,of,1,0,1,1,2,1,1,0
 the thermal areas the centre before heading east to napier for,before,1,0,1,1,0,0,0,0
 centre heading east to napier for more school visits,for,1,0,1,1,0,0,0,0
 on sustained regional tours right through,On,1,0,1,1,0,0,0,0
 sustained regional tours right through his seventies he would go,through,1,0,1,1,0,0,0,0
 his seventies he would go on playing to smaller but no,On,1,0,1,1,0,0,0,0
 loving audiences having no desire for retirement or inactivity,for,1,0,1,1,0,0,0,0
 on the th of february ,On,0,0,0,0,0,0,0,0
 the th of february  knott and taylor,of,0,0,0,0,0,0,0,0
  knott and taylor partnered in a  year lease from,in,0,0,0,0,0,0,0,0
 partnered a  year lease from the rt,from,0,0,0,0,0,0,0,0
 on the banks of the gamtoos,On,2,1,3,1,2,1,1,0
 the banks of the gamtoos river self catering,of,2,1,3,1,2,1,1,0
  orchard view country house on the r km west of,On,2,1,3,1,2,1,1,0
 house the r km west of patensie,of,2,1,3,1,2,1,1,0
 on the death of his third,On,0,0,0,0,0,0,0,0
 the death of his third wife charles lived,of,0,0,0,0,0,0,0,0
 his third wife charles lived with no less than three concubines,with,0,0,0,0,0,0,0,0
 wife charles lived no less than three concubines who bore him,than,0,0,0,0,0,0,0,0
 on the eve of the international,On,2,1,3,1,0,0,0,0
 the eve of the international a home counties,of,2,1,3,1,0,0,0,0
 home counties gourmet had flounced through a restaurant in st germain,through,2,1,3,1,2,1,1,0
 gourmet had flounced a restaurant in st germain to return his,in,2,1,3,1,2,1,1,0
 on the left past broome community,On,0,0,0,0,2,1,1,0
 the left past broome community college,past,0,0,0,0,2,1,1,0
 on the left hand side a,On,4,1,5,1,2,1,1,0
 hand side a little distance beyond at the rise of the,beyond,4,1,5,1,0,0,0,0
 hand side a little distance at the rise of the incline,at,4,1,5,1,2,1,1,0
 a little distance the rise of the incline to the railway,of,4,1,5,1,2,1,1,0
 tree lined walk three quarters of a mile in length the,of,4,1,5,1,0,0,0,0
 walk three quarters a mile in length the end of which,in,4,1,5,1,0,0,0,0
 a mile length the end of which is close to wilford,of,4,1,5,1,0,0,0,0
 on the north of the sanctuary,On,1,1,2,1,2,1,1,0
 the north of the sanctuary is the grand,of,1,1,2,1,2,1,1,0
 sanctuary is the grand tomb of william de sutton and his,of,1,1,2,1,2,1,1,0
 and his wife susanna daughter of thomas coney of bassingthorpe lincolnshire,of,1,1,2,1,0,0,0,0
 wife susanna daughter thomas coney of bassingthorpe lincolnshire,of,1,1,2,1,2,1,1,0
 on the northern lane side the,On,1,0,1,1,2,1,1,0
 lane side the little room of baby tom s years lost,of,1,0,1,1,0,0,0,0
 pushed out to the perimeter of the property creating a large,of,1,0,1,1,0,0,0,0
 property creating a large study with a separate western external door,with,1,0,1,1,0,0,0,0
 separate western external door and with medium height windows,with,1,0,1,1,0,0,0,0
 on the opposite wall is a,On,1,0,1,1,1,1,0,1
 large white marble ornamental slab on which we read,On,1,0,1,1,1,1,0,1
 on the other hand there are,On,0,0,0,0,0,0,0,0
 other hand there are those on both sides whom i would,On,0,0,0,0,0,0,0,0
 meaning theists and meaning atheists between whom a dialogue about god,between,0,0,0,0,0,0,0,0
 meaning atheists whom a dialogue about god s existence can take,about,0,0,0,0,0,0,0,0
 on the return journey book the,On,2,4,6,1,0,0,0,0
 book the riga vilnius bus at riga bus station and the,at,2,4,6,1,2,1,1,0
 and the vilnius warsaw train at either vilnius station,at,2,4,6,1,2,1,1,0
 on the saturday before the tourists,On,0,1,1,1,0,0,0,0
 the saturday before the tourists had emerged from,before,0,1,1,1,0,0,0,0
 saturday the tourists had emerged from their breakfasts she strolled in,from,0,1,1,1,0,0,0,0
 emerged their breakfasts she strolled in warm winter sunshine towards san,in,0,1,1,1,0,0,0,0
 she strolled warm winter sunshine towards san marco the guide book,towards,0,1,1,1,2,1,1,0
 san marco the guide book in her hand closed for once,in,0,1,1,1,1,1,0,1
 guide book her hand closed for once,for,0,1,1,1,0,0,0,0
 on the shelves there were fish,On,0,0,0,0,1,1,0,1
 shelves there were fish swimming in the air as if it,in,0,0,0,0,0,0,0,0
 were fish swimming the air as if it was their natural,as,0,0,0,0,0,0,0,0
 were fish swimming the air if it was their natural habitat,if,0,0,0,0,0,0,0,0
 on the south australian horse tramways,On,3,0,3,1,2,1,1,0
 south coast limited a history of the victor harbor and milang,of,3,0,3,1,2,1,1,0
 harbor and milang railway lines in south australia adelaide australian railway,in,3,0,3,1,2,1,1,0
 on the wall of a tiny,On,3,1,4,1,2,1,1,0
 the wall of a tiny structure buried under,of,3,1,4,1,2,1,1,0
 wall a tiny structure buried under forest debris in guatemala archaeologists,under,3,1,4,1,2,1,1,0
 tiny structure buried forest debris in guatemala archaeologists have discovered a,in,3,1,4,1,2,1,1,0
 discovered a scribe s notes about the maya lunar calendar,about,3,1,4,1,0,0,0,0
 on the west wall opposite the,On,1,1,2,1,2,1,1,0
 the west wall opposite the brass to the rev,opposite,1,1,2,1,0,0,0,0
 on this occasion the officials thrown,On,1,0,1,1,0,0,0,0
 this occasion the officials thrown from the window managed to survive,from,1,0,1,1,1,1,0,1
 the window managed to survive since they landed in deep piles,since,1,0,1,1,0,0,0,0
 managed to survive they landed in deep piles of castle refuse,in,1,0,1,1,0,0,0,0
 survive they landed deep piles of castle refuse,of,1,0,1,1,0,0,0,0
 on this promontory is a new,On,3,0,3,1,2,1,1,0
 a new sea mark erected by the trinity house men and,by,3,0,3,1,0,0,0,0
 the trinity house men and at the publick expence being a,at,3,0,3,1,2,1,1,0
 being a round brick tower near eighty foot high,near,3,0,3,1,0,0,0,0
 on thursday there was a series,On,1,0,1,1,0,0,0,0
 thursday there was a series of meetings between the leaders of,of,1,0,1,1,0,0,0,0
 there was a series meetings between the leaders of the government,between,1,0,1,1,0,0,0,0
 a series meetings the leaders of the government and the opposition,of,1,0,1,1,0,0,0,0
 opposition parties the general council of the tuc and the national,of,1,0,1,1,0,0,0,0
 tuc and the national executive of the labour party,of,1,0,1,1,0,0,0,0
 on thursday we gave our first,On,0,0,0,0,0,0,0,0
 wider audience and were surprised that more than a hundred turned,that,0,0,0,0,0,0,0,0
 audience and were surprised more than a hundred turned up,than,0,0,0,0,0,0,0,0
 on top of this he has,On,0,0,0,0,0,0,0,0
 top of this he has allergies to,of,0,0,0,0,0,0,0,0
 on tuesday i drove north to,On,2,1,3,1,0,0,0,0
 north to the chichester end of the park stopping at a,of,2,1,3,1,2,1,1,0
 chichester end the park stopping at a spot called snake creek,at,2,1,3,1,2,1,1,0
 on weddenesday september] the sixt a,On,0,0,0,0,0,0,0,0
 the sixt a tempestuous winde from the north west blew down,from,0,0,0,0,2,1,1,0
 winde the north west blew down the middle pinnacle on the,down,0,0,0,0,0,0,0,0
 west blew the middle pinnacle on the south side of this,On,0,0,0,0,2,1,1,0
 middle pinnacle the south side of this steeple without other harme,of,0,0,0,0,2,1,1,0
 the south side this steeple without other harme dooinge thanks bee,without,0,0,0,0,0,0,0,0
 once when stationed at pulham in norfolk his commanding,at,2,2,4,1,2,1,1,0
 once when stationed pulham in norfolk his commanding officer told,in,2,2,4,1,2,1,1,0
 his commanding officer told him that a naval airship was drifting,that,2,2,4,1,0,0,0,0
 a naval airship was drifting from the north sea entirely out,from,2,2,4,1,2,1,1,0
 drifting the north sea entirely out of control as both its,out,2,2,4,1,0,0,0,0
 drifting the north sea entirely of control as both its engines,of,2,2,4,1,0,0,0,0
 the north sea entirely control as both its engines had broken,as,2,2,4,1,0,0,0,0
 once a renaissance palace after  it became the property,after,1,0,1,1,0,0,0,0
  it became the property of count vrtba who commissioned ka,of,1,0,1,1,0,0,0,0
 commissioned ka to rebuild it for him,for,1,0,1,1,0,0,0,0
 once all ten hikers were on board the shuttle we left,on,0,0,0,0,0,0,0,0
 shuttle we left the harbor for mendenhall glacier,for,0,0,0,0,2,1,1,0
 warned them he contacted kragan in the main house,in,0,0,0,0,2,1,1,0
 once in her room she took a,in,0,0,0,0,1,1,0,1
 room she took a seat by the windows and pushing her,by,0,0,0,0,1,1,0,1
 windows and pushing her distress over paul to the back of,over,0,0,0,0,0,0,0,0
 distress paul to the back of her mind tore open the,of,0,0,0,0,0,0,0,0
 is not necessarily incestuous but since love and sexual partnership are,since,0,0,0,0,0,0,0,0
 are so often a matter of emotional dependence it is often,of,0,0,0,0,0,0,0,0
 often hard to differentiate it from a quasi marital partnership,from,0,0,0,0,0,0,0,0
 once out of the bustling grimy city,out,4,2,6,1,2,1,1,0
 once of the bustling grimy city and,of,4,2,6,1,2,1,1,0
 the bustling grimy city and on our way we motored into,on,4,2,6,1,0,0,0,0
 and our way we motored into the heart of rural england,into,4,2,6,1,2,1,1,0
 way we motored the heart of rural england through expanses of,of,4,2,6,1,2,1,1,0
 motored the heart rural england through expanses of green rolling hills,through,4,2,6,1,2,1,1,0
 the heart rural england expanses of green rolling hills with the,of,4,2,6,1,2,1,1,0
 england expanses green rolling hills with the odd kestrel hovering by,with,4,2,6,1,0,0,0,0
 hills the odd kestrel hovering by the roadside looking for prey,by,4,2,6,1,2,1,1,0
 kestrel hovering the roadside looking for prey and just as the,for,4,2,6,1,0,0,0,0
 roadside looking prey and just as the sun began to set,as,4,2,6,1,0,0,0,0
 strange stone monoliths eerily silhouetted against the dusky pink horizon,against,4,2,6,1,2,1,1,0
 they become vulnerable to withdrawal by councils dominated by car owners,by,1,0,1,1,0,0,0,0
 vulnerable to withdrawal councils dominated by car owners wishing to limit,by,1,0,1,1,0,0,0,0
 owners wishing to limit increases in the rates while those who,in,1,0,1,1,0,0,0,0
 to limit increases the rates while those who need the service,while,1,0,1,1,0,0,0,0
 need the service are often without a voice at county hall,without,1,0,1,1,0,0,0,0
 service are often a voice at county hall,at,1,0,1,1,0,0,0,0
 once safely across the channel in calais paris,across,1,2,3,1,2,1,1,0
 once safely the channel in calais paris or hoek van,in,1,2,3,1,2,1,1,0
 take a dog or cat with you on most trains across,with,1,2,3,1,0,0,0,0
 a dog or cat you on most trains across europe sometimes,on,1,2,3,1,1,1,0,1
 or cat you most trains across europe sometimes free sometimes for,across,1,2,3,1,2,1,1,0
 trains europe sometimes free sometimes for a small charge sometimes with,for,1,2,3,1,0,0,0,0
 sometimes a small charge sometimes with a normal child rate ticket,with,1,2,3,1,0,0,0,0
 prepared to be quite candid about the way the case was,about,0,0,0,0,0,0,0,0
 forty telephone calls and hundreds of letters poured into our recently,of,0,1,1,1,0,0,0,0
 calls and hundreds letters poured into our recently acquired po box,into,0,1,1,1,0,0,0,0
 once we finished paying for our goods we left fort,for,1,1,2,1,0,0,0,0
 the boat dock to wait for our water taxi back to,for,1,1,2,1,0,0,0,0
 once we were back on the trans canadian highway we,on,1,1,2,1,2,1,1,0
 we started heading east again towards banff,towards,1,1,2,1,2,1,1,0
 one it seemed to some of us was the choice of,of,0,0,0,0,0,0,0,0
 some us was the choice of harlech as the name,of,0,0,0,0,0,0,0,0
 us was the choice harlech as the name,as,0,0,0,0,0,0,0,0
 twenty three year old wife of a painter and decorator an,of,1,0,1,1,0,0,0,0
 factory machinist and the mother of one daughter aged eighteen months,of,1,0,1,1,0,0,0,0
 alternative to brushing bronzing powder on your cheeks is cream blusher,on,1,0,1,1,1,1,0,1
 cream blusher  blend it in well with your fingertips over,in,1,0,1,1,0,0,0,0
 blusher  blend it well with your fingertips over a base,with,1,0,1,1,0,0,0,0
 blend it well your fingertips over a base of tinted moisturiser,over,1,0,1,1,0,0,0,0
 well your fingertips a base of tinted moisturiser then dust any,of,1,0,1,1,0,0,0,0
 any areas prone to shine with powder,with,1,0,1,1,1,1,0,1
 one calculation offered by opponents of darwin s theory,by,0,0,0,0,0,0,0,0
 one calculation offered opponents of darwin s theory is based,of,0,0,0,0,0,0,0,0
 darwin s theory is based on the improbability of an object,on,0,0,0,0,0,0,0,0
 theory is based the improbability of an object as complex as,of,0,0,0,0,0,0,0,0
 based the improbability an object as complex as a living organism,as,0,0,0,0,0,0,0,0
 as a living organism arising by chance,by,0,0,0,0,0,0,0,0
 one cool september saturday as the first snowflakes drifted quietly,as,0,0,0,0,0,0,0,0
 the first snowflakes drifted quietly across the picture window a white,across,0,0,0,0,1,1,0,1
 rather exhausted isobel sat sewing in her living room,in,0,0,0,0,1,1,0,1
